,0,1,2,3,4,5,6,7,8,9,10
11,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Gunslinger,Stephen King,"19,698 reviews",3.94,231,2003,Camorr,The Dark Tower #1,,"['Fantasy', 'Fiction', 'Horror']"
12,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Wizard's First Rule,Terry Goodkind,"6,711 reviews",4.11,836,2003,Camorr,Sword of Truth #1,Locus Award Nominee for Best first novel (1995),"['Fantasy', 'Fiction', 'Fantasy']"
13,https://www.goodreads.com//book/show/13812.Magician,The Blade Itself,Joe Abercrombie,"9,610 reviews",4.17,515,2007,Camorr,"The First Law #1, First Law World #1","Locus Award Nominee for Best First Novel (2007), Compton Crook Award Nominee (2008), Tähtifantasia Award Nominee (2010)","['Fantasy', 'Fiction', 'Fantasy']"
14,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,The Silmarillion,J.R.R. Tolkien,"8,562 reviews",3.93,386,2004,Middle-earth,Middle-earth Universe,"Locus Award for Best Fantasy Novel (1978), Ditmar Award for Best International Long Fiction (1978), Gandalf Award (1978)","['Fantasy', 'Fiction', 'Classics']"
15,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Gardens of the Moon,Steven Erikson,"5,921 reviews",3.88,657,2005,Middle-earth,"Malazan Book of the Fallen #1, Малазанская «Книга Павших» #1, Malazan #5, Das Spiel der Götter #1 , more","Locus Award Nominee for Best First Novel (2000), World Fantasy Award Nominee for Best Novel (2000), Prix Aurora Award Nominee for Best of the Decade (2017), Le Blanc Award for Melhor Romance Estrangeiro de Fantasia, Ficção Científica ou Terror Publicado em Língua Portuguesa (2018)","['Fantasy', 'Fiction', 'Fantasy']"
16,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Princess Bride,William Goldman,"21,059 reviews",4.25,456,2003,Middle-earth,,,"['Fantasy', 'Fiction', 'Classics']"
17,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game,David Eddings,262 reviews,4.28,1635,1986,Middle-earth,The Belgariad #1-5,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
18,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,A Wizard of Earthsea,Ursula K. Le Guin,"10,400 reviews",3.99,183,2004,Earthsea Realm,Earthsea Cycle #1,"Lewis Carroll Shelf Award (1979), Boston Globe-Horn Book Award for Fiction (1969), Złota Sepulka for Książka autora zagranicznego (1984), Margaret A. Edwards Award (2004)","['Fantasy', 'Fiction', 'Young Adult']"
19,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Magician: Apprentice,Raymond E. Feist,"1,944 reviews",4.14,485,1994,Earthsea Realm,"The Riftwar Saga #1, Riftwar Cycle #1, Kriget om Rämnan #1 , more",,"['Fantasy', 'Fiction', 'Fantasy']"
20,https://www.goodreads.com//book/show/518848.Sabriel,The Mists of Avalon,Marion Zimmer Bradley,"6,883 reviews",4.11,1009,2001,Camelot,"Avalon #1, Les Dames du lac #2, Avalon: Chronological Order #7 , more",Locus Award for Best Fantasy Novel (1984),"['Fantasy', 'Fiction', 'Historical']"
21,https://www.goodreads.com//book/show/9579634-prince-of-thorns,Sabriel,Garth Nix,"7,937 reviews",4.14,491,1996,Old Kingdom,"The Old Kingdom #1, Abhorsen #1","برنده جایزه آریلیس, Ditmar Award Nominee for Short Fiction (1996), Aurealis Award for Fantasy Novel and Young Adult Novel (1995), Lincoln Award Nominee (2005)","['Fantasy', 'Young Adult', 'Fiction']"
22,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Night Angel Trilogy,Brent Weeks,623 reviews,4.42,1392,2009,Old Kingdom,Night Angel #1-3,,"['Fantasy', 'Fiction', 'Fantasy']"
23,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Prince of Thorns,Mark Lawrence,"6,922 reviews",3.85,373,2011,Old Kingdom,The Broken Empire #1,"Grand Prix de l'Imaginaire Nominee (2013), David Gemmell Morningstar Award Nominee for Best Fantasy Newcomer (2012), Goodreads Choice Award Nominee for Fantasy (2011)","['Fantasy', 'Fiction', 'Fantasy']"
24,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,The Dragonriders of Pern,Anne McCaffrey,573 reviews,4.25,864,1988,Pern,"Dragonriders of Pern #1-3, Pern (Chronological Order), Pern #1, 2 & 5 , more",,"['Fantasy', 'Science Fiction', 'Fiction']"
25,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Warded Man,Peter V. Brett,"5,479 reviews",4.23,416,2009,Pern,The Demon Cycle #1,"Locus Award Nominee for Best First Novel (2009), LovelyBooks Leserpreis for Bester Klappentext (2009)","['Fantasy', 'Fiction', 'Fantasy']"
26,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Graceling,Kristin Cashore,"22,991 reviews",4.07,471,2008,Pern,Graceling Realm #1,"Locus Award Nominee for Best First Novel (2009), Mythopoeic Fantasy Award for Children's Literature (2009), William C. Morris YA Debut Award Nominee (2009), Rhode Island Teen Book Award (2011), Milwaukee County Teen Book Award Nominee (2010) ...more","['Fantasy', 'Young Adult', 'Romance']"
27,https://www.goodreads.com//book/show/13812.Magician,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"28,998 reviews",4.24,491,2006,"London, England (United Kingdom)",,"Locus Award Nominee for Best Fantasy Novel (1991), World Fantasy Award Nominee for Best Novel (1991)","['Fantasy', 'Fiction', 'Humor']"
28,https://www.goodreads.com//book/show/518848.Sabriel,The Color of Magic,Terry Pratchett,"10,141 reviews",3.98,228,2005,Discworld,"Discworld #1, Discworld - Rincewind #1",Margaret A. Edwards Award (2011),"['Fantasy', 'Fiction', 'Humor']"
29,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,Kushiel's Dart,Jacqueline Carey,"4,186 reviews",3.99,901,2003,Terre D'Ange,"Phèdre's Trilogy #1, Kushiel #1, Kushiel's Legacy #1, Kushiel's Universe #1 , more","Locus Award for Best First Novel (2002), Gaylactic Spectrum Award Nominee for Best Novel (2002), Romantic Times Reviewers' Choice Award (RT Award) for Best Fantasy Novel (2001)","['Fantasy', 'Romance', 'Fiction']"
30,https://www.goodreads.com//book/show/6122735-the-night-angel-trilogy,Words of Radiance,Brandon Sanderson,"13,715 reviews",4.74,1087,2014,Roshar,"The Stormlight Archive #2, The Cosmere","Locus Award Nominee for Best Fantasy Novel (2015), David Gemmell Legend Award for Best Fantasy Novel (2015), David Gemmell Ravenheart Award for Best Fantasy Cover Art (2015), Goodreads Choice Award Nominee for Fantasy (2014), Reddit r/fantasy Stabby Award for Best Novel (2014)","['Fantasy', 'Fiction', 'Fantasy']"
31,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Redwall,Brian Jacques,"3,998 reviews",4.10,352,2006,Roshar,"Redwall #1, Redwall (chronological order) #9",West Australian Young Readers' Book Award (WAYRBA) for Older Readers (1990),"['Fantasy', 'Fiction', 'Young Adult']"
32,https://www.goodreads.com//book/show/944073.The_Blade_Itself,Dragonlance Chronicles,Margaret Weis,525 reviews,4.23,1030,1988,Roshar,"Dragonlance: Chronicles #1-3, Dragonlance Universe",,"['Fantasy', 'Dungeons and Dragons', 'Dragonlance']"
33,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,Furies of Calderon,Jim Butcher,"4,217 reviews",4.11,504,2005,Alera,Codex Alera #1,,"['Fantasy', 'Fiction', 'Fantasy']"
34,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Blood Song,Anthony Ryan,"4,121 reviews",4.39,591,2012,Alera,Raven's Shadow #1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
35,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Dark Elf Trilogy Collector's Edition,R.A. Salvatore,509 reviews,4.34,808,2000,Alera,"The Dark Elf Trilogy #1-3 omnibus, The Legend of Drizzt #1-3 omnibus, Forgotten Realms , more",,"['Fantasy', 'Dungeons and Dragons', 'Forgotten Realms']"
36,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Earthsea Trilogy,Ursula K. Le Guin,404 reviews,4.27,478,1979,Alera,Earthsea Cycle #1-3,,"['Fantasy', 'Fiction', 'Young Adult']"
37,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Dragonbone Chair,Tad Williams,"2,052 reviews",3.94,672,2005,Alera,"Memory, Sorrow, and Thorn #1, Vzpomínka, Žal a Trn #1, Osten Ard Saga #1 , more",,"['Fantasy', 'Fiction', 'Fantasy']"
38,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Black Prism,Brent Weeks,"5,175 reviews",4.21,629,2010,Alera,"Lightbringer #1, Lichtbringer","David Gemmell Legend Award Nominee for Best Fantasy Novel (2011), Endeavour Award Nominee (2011), Goodreads Choice Award Nominee for Fantasy (2010)","['Fantasy', 'Fiction', 'Fantasy']"
39,https://www.goodreads.com//book/show/21787.The_Princess_Bride,Fool's Errand,Robin Hobb,"2,129 reviews",4.29,661,2002,Buckkeep,"The Tawny Man #1, The Realm of the Elderlings #7, Die zweiten Chroniken von Fitz dem Weitseher #1, O Regresso do Assassino #1 , more",,"['Fantasy', 'Fiction', 'Fantasy']"
40,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Sword of Shannara Trilogy,Terry Brooks,458 reviews,3.95,1200,2002,Buckkeep,"The Original Shannara Trilogy #1-3 , Shannara (Chronological Order) #10-12 , Shannara (Publication Order) , more",,"['Fantasy', 'Fiction', 'Fantasy']"
41,https://www.goodreads.com//book/show/13812.Magician,The Neverending Story,Michael Ende,"6,994 reviews",4.16,396,1997,Fantastica,,"Buxtehuder Bulle (1979), Zilveren Griffel (1983), Preis der Leseratten des ZDF (1980)","['Fantasy', 'Classics', 'Fiction']"
42,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Theft of Swords,Michael J. Sullivan,"3,930 reviews",4.18,649,2011,Fantastica,"The Riyria Revelations #1-2, Riyria #6-7",Drying Ink's Best Epic Fantasy (2011),"['Fantasy', 'Fiction', 'Fantasy']"
43,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,Alanna: The First Adventure,Tamora Pierce,"5,191 reviews",4.23,274,2005,Tortall,"Song of the Lioness #1, Tortall, Tortall (Chronological Order) #4 , more","Preis der Leseratten des ZDF, NSK Neustadt Prize for Children's Literature Nominee (2013), Margaret A. Edwards Award (2013)","['Fantasy', 'Young Adult', 'Fiction']"
44,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Great Book of Amber,Roger Zelazny,925 reviews,4.31,1258,1999,Tortall,The Chronicles of Amber #1-10,,"['Fantasy', 'Fiction', 'Science Fiction']"
45,https://www.goodreads.com//book/show/944073.The_Blade_Itself,Tigana,Guy Gavriel Kay,"2,678 reviews",4.06,676,1999,Tortall,,"Locus Award Nominee for Best Fantasy Novel (1991), World Fantasy Award Nominee for Best Novel (1991), Mythopoeic Fantasy Award Nominee (1991), Prix Aurora Award for Best Long Form Work in English (1991)","['Fantasy', 'Fiction', 'Fantasy']"
46,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,The Once and Future King,T.H. White,"4,145 reviews",4.04,639,1987,United Kingdom,The Once and Future King #1-4,Tähtifantasia Award Nominee (2019),"['Fantasy', 'Classics', 'Fiction']"
47,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Warbreaker,Brandon Sanderson,"9,704 reviews",4.26,688,2009,United Kingdom,"Warbreaker #1, The Cosmere",David Gemmell Legend Award Nominee for Best Fantasy Novel (2010),"['Fantasy', 'Fiction', 'Fantasy']"
48,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Ship of Magic,Robin Hobb,"2,923 reviews",4.13,880,1999,United Kingdom,"The Liveship Traders #1, The Realm of the Elderlings #4, Die Zauberschiffe #2 , more","Endeavour Award Nominee (1999), Le Blanc Award Nominee for Melhor Romance Estrangeiro de Fantasia, Ficção Científica ou Terror Publicado em Língua Portuguesa (2018)","['Fantasy', 'Fiction', 'Fantasy']"
49,https://www.goodreads.com//book/show/6122735-the-night-angel-trilogy,His Majesty's Dragon,Naomi Novik,"6,672 reviews",4.03,356,2006,United Kingdom,Temeraire #1,"Hugo Award Nominee for Best Novel (2007), Locus Award for Best First Novel (2007), Compton Crook Award (2007)","['Fantasy', 'Fantasy', 'Dragons']"
50,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson,345 reviews,3.80,1160,1993,United Kingdom,"The Chronicles of Thomas Covenant the Unbeliever #1-3, Thomas Covenant #1-3","Locus Award Nominee for Best Fantasy Novel (1978) and Best All-Time Fantasy Novel (1987) and Best All-Time Fantasy Novel before 1990 (1998), World Fantasy Award Nominee for Best Novel (1978), Balrog Award Nominee for Best Novel (1979), British Fantasy Award for Best Novel (August Derlith Fantasy Award) (1979)","['Fantasy', 'Fiction', 'Fantasy']"
51,https://www.goodreads.com//book/show/6122735-the-night-angel-trilogy,Howl’s Moving Castle,Diana Wynne Jones,"16,658 reviews",4.25,329,2001,Ingary,Howl's Moving Castle #1,"Phoenix Award (Children's Literature Association) (2006), Boston Globe-Horn Book Award (1987)","['Fantasy', 'Young Adult', 'Fiction']"
52,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Chronicles of Prydain,Lloyd Alexander,257 reviews,4.41,1104,2007,Ingary,The Chronicles of Prydain #1-5,,"['Fantasy', 'Young Adult', 'Fiction']"
53,https://www.goodreads.com//book/show/43615.The_Gunslinger,The Black Company,Glen Cook,"1,969 reviews",3.91,319,1992,Ingary,"The Chronicles of the Black Company #1, Les Annales de la Compagnie Noire #1, The Books of the North #1 , more",,"['Fantasy', 'Fiction', 'Fantasy']"
54,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Dark Is Rising,Susan Cooper,"2,469 reviews",4.05,272,2007,Ingary,The Dark Is Rising #2,"Newbery Medal Nominee (1974), Mythopoeic Fantasy Award Nominee (1974), Boston Globe-Horn Book Award for Fiction (1973), Margaret A. Edwards Award (2012)","['Fantasy', 'Young Adult', 'Fiction']"
55,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,634 reviews,4.38,1204,2003,Ingary,The Black Jewels #1-3,,"['Fantasy', 'Romance', 'Fiction']"
56,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Blue Sword,Robin McKinley,"2,946 reviews",4.18,256,1987,Ingary,Damar #1,"Newbery Medal Nominee (1983), Dorothy Canfield Fisher Children's Book Award Nominee (1984)","['Fantasy', 'Young Adult', 'Fiction']"
57,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,The Children of Húrin,J.R.R. Tolkien,"3,432 reviews",3.96,313,2007,Middle-earth,"Middle-earth Universe, Tales of Middle Earth",Tähtifantasia Award Nominee (2008),"['Fantasy', 'Fiction', 'Classics']"
58,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,The Magicians' Guild,Trudi Canavan,"2,756 reviews",3.94,467,2004,Kyralia,The Black Magician Trilogy #1,,"['Fantasy', 'Young Adult', 'Fantasy']"
59,https://www.goodreads.com//book/show/40605251-the-mists-of-avalon,The Crystal Cave,Mary Stewart,"1,756 reviews",4.13,494,2003,United Kingdom,Arthurian Saga #1,Mythopoeic Fantasy Award (1971),"['Fantasy', 'Historical', 'Historical Fiction']"
60,https://www.goodreads.com//book/show/6122735-the-night-angel-trilogy,The Amulet of Samarkand,Jonathan Stroud,"5,184 reviews",4.00,462,2003,"London, England (United Kingdom)",Bartimaeus #1,"Mythopoeic Fantasy Award for Children's Literature (2006), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2005)","['Fantasy', 'Young Adult', 'Fiction']"
61,https://www.goodreads.com//book/show/21787.The_Princess_Bride,The Odyssey,Homer,"13,101 reviews",3.78,541,2006,Ithaca (Greece),,,"['Classics', 'Fiction', 'Poetry']"
62,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,Daughter of the Forest,Juliet Marillier,"4,320 reviews",4.23,554,2002,Ithaca (Greece),Sevenwaters #1,"Locus Award Nominee for Best First Novel (2001), ALA Alex Award (2001), Aurealis Award Nominee for Fantasy Novel (1999)","['Fantasy', 'Romance', 'Fiction']"
63,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Fionavar Tapestry,Guy Gavriel Kay,245 reviews,4.21,792,1995,Ithaca (Greece),The Fionavar Tapestry #1-3,Mythopoeic Fantasy Award Nominee (1987),"['Fantasy', 'Fiction', 'Cultural']"
64,https://www.goodreads.com//book/show/43615.The_Gunslinger,The Eyes of the Dragon,Stephen King,"4,767 reviews",3.93,427,1993,Ithaca (Greece),,,"['Fantasy', 'Fiction', 'Horror']"
65,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,Elric of Melniboné,Michael Moorcock,"1,024 reviews",3.89,181,1987,Melniboné,"The Elric Saga #1, Elric Chronological Order #1, The Eternal Champion Sequence #5.1 , more",,"['Fantasy', 'Fiction', 'Heroic Fantasy']"
66,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,Throne of Glass,Sarah J. Maas,"47,752 reviews",4.19,406,2012,"Rifthold, Adarlan",Throne of Glass #1,"Lincoln Award Nominee (2015), North Carolina Young Adult Book Award for High School (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)","['Young Adult', 'Fiction', 'Fantasy']"
67,https://www.goodreads.com//book/show/9579634-prince-of-thorns,The Ruins of Gorlan,John Flanagan,"7,865 reviews",4.21,249,2006,Araluen,Ranger's Apprentice #1,Rebecca Caudill Young Readers' Book Award Nominee (2008),"['Fantasy', 'Young Adult', 'Adventure']"
68,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Hero and the Crown,Robin McKinley,"2,354 reviews",4.21,240,1987,Araluen,Damar #2,"Newbery Medal (1985), Mythopoeic Fantasy Award Nominee (1985), Dorothy Canfield Fisher Children's Book Award Nominee (1986)","['Fantasy', 'Young Adult', 'Fiction']"
69,https://www.goodreads.com//book/show/944073.The_Blade_Itself,The Icewind Dale Trilogy Collector's Edition,R.A. Salvatore,251 reviews,4.30,1040,2001,Araluen,"The Icewind Dale Trilogy #1-3 omnibus, The Legend of Drizzt #4-6 omnibus, Forgotten Realms , more",,"['Fantasy', 'Dungeons and Dragons', 'Forgotten Realms']"
70,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Deed of Paksenarrion,Elizabeth Moon,675 reviews,4.30,1040,1992,Araluen,"Paksenarrion #3-5, The Deed of Paksenarrion #1-3",,"['Fantasy', 'Fiction', 'Fantasy']"
71,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Last Wish,Andrzej Sapkowski,"14,639 reviews",4.12,360,2008,Araluen,"The Witcher #0.5, The Witcher (Publication Order)","Premio Ignotus for Mejor antología (2003), Tähtifantasia Award (2011)","['Fantasy', 'Fiction', 'Short Stories']"
72,https://www.goodreads.com//book/show/518848.Sabriel,A Storm of Swords,George R.R. Martin,"22,516 reviews",4.53,1177,2003,Westeros,A Song of Ice and Fire #3,"Hugo Award Nominee for Best Novel (2001), Nebula Award Nominee for Best Novel (2001), Locus Award for Best Fantasy Novel (2001), Geffen Award for Best Translated Fantasy Book (2002), Premio Ignotus (2006) ...more","['Fantasy', 'Fiction', 'Fantasy']"
73,https://www.goodreads.com//book/show/944073.The_Blade_Itself,Elantris,Brandon Sanderson,"11,722 reviews",4.17,638,2006,Westeros,"Elantris #1, The Cosmere",,"['Fantasy', 'Fiction', 'Fantasy']"
74,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,King of Thorns,Mark Lawrence,"2,731 reviews",4.20,449,2012,Westeros,The Broken Empire #2,"David Gemmell Legend Award Nominee for Best Fantasy Novel (2013), Goodreads Choice Award Nominee for Fantasy (2012)","['Fantasy', 'Fiction', 'Fantasy']"
75,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Curse of Chalion,Lois McMaster Bujold,"2,377 reviews",4.10,490,2003,Westeros,"World of the Five Gods (Publication) #1, World of the Five Gods (Chronological) #2","Hugo Award Nominee for Best Novel (2002), Locus Award Nominee for Best Fantasy Novel (2002), World Fantasy Award Nominee for Best Novel (2002), Mythopoeic Fantasy Award for Adult Literature (2002)","['Fantasy', 'Fiction', 'Fantasy']"
76,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,On a Pale Horse,Piers Anthony,"1,579 reviews",4.14,325,1986,Westeros,Incarnations of Immortality #1,,"['Fantasy', 'Fiction', 'Science Fiction']"
77,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,Daughter of the Empire,Raymond E. Feist,879 reviews,4.28,421,1988,Kelewan,"The Empire Trilogy #1, Riftwar Cycle #5",,"['Fantasy', 'Fiction', 'Fantasy']"
78,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,The Last Unicorn,Peter S. Beagle,"4,594 reviews",4.14,294,2008,Kelewan,The Last Unicorn #1,Национални фантастични награди for Любим превод за 2015 г. – първо място (2016),"['Fantasy', 'Fiction', 'Classics']"
79,https://www.goodreads.com//book/show/13812.Magician,"The Lion, the Witch and the Wardrobe",C.S. Lewis,"23,490 reviews",4.22,206,2005,"London, England (United Kingdom)","The Chronicles of Narnia (Publication Order) #1, The Chronicles of Narnia (Chronological Order) #2","Lewis Carroll Shelf Award (1962), The Keith Barker Millennium Children's Book Awards 'Children's Book of the Century', Retro Hugo Award Nominee for Best Novel (2001)","['Fantasy', 'Classics', 'Fiction']"
80,https://www.goodreads.com//book/show/44660.The_Belgariad_Boxed_Set,Across the Nightingale Floor,Lian Hearn,"2,180 reviews",4.06,305,2002,"London, England (United Kingdom)",Tales of the Otori #1,"Wirral Paperback of the Year (2004), Peter Pan Award, Deutscher Jugendliteraturpreis for Preis der Jugendjury (2004), Lincoln Award Nominee (2007), Carnegie Medal Nominee (2002) ...more","['Fantasy', 'Fiction', 'Historical']"
81,https://www.goodreads.com//book/show/55399.Gardens_of_the_Moon,The Crown Conspiracy,Michael J. Sullivan,"1,053 reviews",4.19,296,2008,"London, England (United Kingdom)",The Riyria Revelations #1,,"['Fantasy', 'Fiction', 'Fantasy']"
82,https://www.goodreads.com//book/show/944073.The_Blade_Itself,Dragon Wing,Margaret Weis,639 reviews,3.96,430,1990,"London, England (United Kingdom)",The Death Gate Cycle #1,,"['Fantasy', 'Fiction', 'Fantasy']"
83,https://www.goodreads.com//book/show/6122735-the-night-angel-trilogy,Best Served Cold,Joe Abercrombie,"3,055 reviews",4.16,534,2009,Styria (Austria),First Law World #4,"David Gemmell Legend Award Nominee for Best Fantasy Novel (2010), British Fantasy Award Nominee for Best Novel (2010), The Kitschies Nominee for Red Tentacle (Novel) (2009), David Gemmell Ravenheart Award for Best Fantasy Cover Art (2010)","['Fantasy', 'Fiction', 'Fantasy']"
84,https://www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea,Wild Magic,Tamora Pierce,"2,180 reviews",4.26,362,2005,Tortall,"The Immortals #1, Tortall, Tortall (Chronological Order) #10 , more",,"['Fantasy', 'Young Adult', 'Fiction']"
