,id,time,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.light#mean,android.sensor.light#min,android.sensor.light#max,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,sound#mean,sound#min,sound#max,sound#std,target,user
3630,11393,134.0,100.0,9.82452568126,9.62294160786,9.980199906769998,0.0567188181727,0.40647816920999996,0.40414031992700006,0.40957377268399997,0.0019687205067299997,9.806582963939999,9.806582963939999,9.806582963939999,4.90524745939e-05,0.00559867249509,0.00559867249509,0.00559867249509,0.438968354198,0.0567647251502,0.04931010847680001,0.0642193418235,0.010542420001700002,4.0,4.0,4.0,0.354332425088,0.209511002098,0.49915384807700003,0.20480842051399997,22.1875465756,21.6741673716,22.700925779600002,0.7260278329369999,278.516146124,277.270020129,280.391787839,1.37191911442,295.34476995299997,295.218329546,295.437764681,0.0726333461037,0.633650529934,0.632504113624,0.634796946243,0.00162127749302,61.87543563,61.87543563,61.87543563,1.4878586674399998,2,3
5606,10614,14.0,100.0,9.744872419339998,8.642705979039999,12.966423790699999,0.790894202407,0.549948105749,0.522438449648,0.574269954328,0.017862024265099998,9.806573493730001,9.806573493730001,9.806573493730001,4.09847080686e-05,0.34065178561899995,0.20695263413400003,0.474350937104,0.18907915330800001,0.0751262337434,0.0563322444773,0.10263263418,0.01972636606,331.0,331.0,331.0,0.8434449731129999,0.111123759836,1.5757661863899999,1.03565859183,59.3832586584,59.32333278310001,59.4431845336,0.08474798551560002,320.443851371,318.927358745,321.216310247,1.06117139409,248.462687918,244.848990399,250.75254914,1.45628218067,0.8349372114679999,0.8343341746080001,0.8352594682279999,0.000522656836959,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,1,3
3946,11529,270.0,100.0,9.80881037576,9.475900616719999,10.0451666537,0.10779507451199999,0.8329555881999999,0.8319984198999999,0.8340790094320001,0.0006362168076280001,9.806598560580001,9.80659207898,9.806605042180001,9.166366626889999e-06,0.06854923047759999,0.015550090073299999,0.12154837088199999,0.0749521031539,0.0641169070868,0.0391144594284,0.0891193547452,0.035358800571,4.0,4.0,4.0,0.123103046079,0.101354522312,0.144851569845,0.030757057272200003,11.8776312874,11.8776312874,11.8776312874,1.18927769295,269.844662093,269.676549604,270.012774582,0.23774696194800002,51.0330510571,50.3968833224,51.4349553045,0.404233708548,0.43374228063000003,0.430597640569,0.43783160090499995,0.0032678399769099998,50.6295783408,50.6295783408,50.6295783408,0.645317748987,2,3
3962,11016,242.0,100.0,9.83135574613,9.81683429092,9.86524527495,0.012113317888899999,0.481326999559,0.48131809636000006,0.481332665166,4.856275145880001e-06,9.80660702333,9.80660702333,9.80660702333,2.93128075574e-05,0.0036651915,0.0036651915,0.0036651915,0.0013006695953900003,0.047718561826200004,0.046522112761900006,0.048915010890499995,0.00169203449342,16.0,16.0,16.0,0.0307637254506,0.0054753992329300005,0.059161301928,0.026977668819400002,60.7999741093,59.982614668800004,61.2350428166,0.708345762908,270.875580283,269.803248625,271.468769785,0.735171525781,32.077997053400004,32.0772614165,32.0870935372,0.0019905433419300004,0.27638064536699997,0.276367605366,0.276384991979,6.3713113261e-06,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,2,3
3960,11798,170.0,100.0,9.8358095425,9.817016470830001,9.85537158598,0.0108563288793,0.41056690960000003,0.410563519782,0.41056796160899994,1.3586974919799999e-06,9.80660484207,9.80660484207,9.80660484207,8.488633061839999e-06,0.0027318724481800003,0.0027318724481800003,0.0027318724481800003,0.00035783657866400007,0.0481182335374,0.0471594316121,0.0491888763734,0.00101933448964,185.0,185.0,185.0,0.00991413132856,0.00991413132856,0.00991413132856,0.00570122613943,28.8256477594,28.8256477594,28.8256477594,0.0599000884095,246.866739068,246.295062501,247.43841563400002,0.808472753635,181.418482275,181.41126363,181.421291198,0.00460615201951,0.999923315332,0.999923315332,0.999923315332,0.0,33.6248247475,33.6248247475,33.6248247475,3.56115907376,2,3
3627,12455,9.0,100.0,9.93671353238,8.75393994421,11.888880426199998,0.420294241048,0.7402312883869999,0.319788359511,0.999999923559,0.324466088457,9.80655902229,9.80654624102,9.806571383989999,1.2576734875999998e-05,0.402425917407,0.115613412744,0.872652588445,0.286478757207,0.0566888218055,0.0566888218055,0.0566888218055,0.07704268473999999,28.0,28.0,28.0,0.25868271342099997,0.0822998177398,0.641891065524,0.20715737882899998,35.4593769185,31.0565889748,39.8621648622,6.22648242223,265.780888841,244.11224685099998,280.72223399,17.9181656094,109.194855351,24.016612456399997,191.286932274,62.637626233199995,0.35761354335699996,0.21334007480099998,0.9949347347799998,0.31253644095600003,53.0059548389,52.9476594023,53.0642502755,0.0824421970744,5,3
1535,11261,16.0,37.0,9.83010504788,8.536480806830001,10.603450463,0.40779639192100003,0.377017784102,0.350389707589,0.455796584398,0.0307756424268,9.80655205697,9.80655205697,9.80655205697,5.29901862005e-05,0.0027318724481800003,0.0027318724481800003,0.0027318724481800003,0.0447344156094,0.0762089572623,0.0762089572623,0.0762089572623,0.0389306971041,24.5,3.0,46.0,0.23047474577399998,0.188413640695,0.272535850853,0.059483385251099995,47.113601075,47.113601075,47.113601075,1.97046665153,257.10129174900004,257.10129174900004,257.10129174900004,0.588724030904,251.223857463,248.1552466,257.740359859,2.96432409848,0.8220579091240001,0.788796064249,0.837337043269,0.022378524947700002,66.0205999133,66.0205999133,66.0205999133,9.76825319784,2,3
5835,10917,143.0,100.0,9.84107976016,9.82673736754,9.864706045770001,0.006894651805320001,0.480196488714,0.48018909064599996,0.480201877377,4.2520357759e-06,9.80655544237,9.80655544237,9.80655544237,4.61560628016e-05,0.00424644979144,0.00345557568533,0.0050373238975400005,0.00111846488698,0.0489906178045,0.04800639262680001,0.049837021278800006,0.000760781664232,17.0,17.0,17.0,0.0227171676665,0.0214720747372,0.023962260595800002,0.0017608273070300001,61.3976804822,60.307674677399994,62.487686286999995,1.5415009922100003,272.113534545,271.378195513,272.848873577,1.0399264320000001,32.294291003000005,32.2877561933,32.298232148800004,0.00492426918645,0.278162605019,0.278159151881,0.278166058158,4.88347529946e-06,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,2,3
118,12313,370.0,100.0,9.87174010267,9.35815752969,10.9680574399,0.19548466993799998,0.531132277605,0.528550276129,0.549631826181,0.005304569306399999,9.80660985815,9.80660985815,9.80660985815,2.42028500401e-05,0.018748567272400003,0.0115903530953,0.0328734065596,0.012232844732899999,0.060706201887999994,0.05946452442149999,0.061947879354600006,0.0017559971132899998,135.0,135.0,135.0,0.115549556468,0.115549556468,0.115549556468,0.0175945537698,43.8816768424,43.8816768424,43.8816768424,5.07656478083,251.56024067299998,251.56024067299998,251.56024067299998,12.6492844574,95.173339947,93.9228310902,96.42520313690001,0.636286321048,0.7248237946089999,0.724139999994,0.725533357628,0.0006911642928779999,78.05528287850001,78.05528287850001,78.05528287850001,4.77339592065,2,3
3621,10926,152.0,100.0,9.834427909439999,9.81717062053,9.85539485132,0.00684598797491,0.480278588466,0.48027493592299997,0.48028224098300004,1.9370481985599997e-06,9.806597816330001,9.80658346997,9.80661216269,2.0288816881999997e-05,0.0014747591713299998,0.0012217305,0.00172778784266,0.00035783657866400007,0.048915010890499995,0.048915010890499995,0.048915010890499995,0.000804008796494,17.0,17.0,17.0,0.0118224362971,0.0118224362971,0.0118224362971,0.0024672749323899996,61.2335045519,61.0723188114,61.5052398682,0.236687699086,271.119402246,270.140884829,273.40298353599997,1.5378045834799998,32.2776000013,32.2771885393,32.2779646196,0.00019542762746400003,0.278048626116,0.278045171467,0.278055535415,5.9836281676800006e-06,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,2,3
858,10188,4.0,100.0,9.964757425,8.37604940847,13.037203404000001,0.7672404661409999,0.702839927719,0.661056644399,0.746399632902,0.0281805902477,9.80656254014,9.80652762531,9.80659745497,4.93770261134e-05,1.37338355558,0.41244035310000005,2.99585205328,1.16964653146,0.610557408815,0.361442321904,0.9135318066310001,0.255543902038,2086.0,2086.0,2086.0,1.6427299352000002,1.6427299352000002,1.6427299352000002,0.526029056547,42.9957657474,41.2222444501,44.769287044799995,2.5081378718700003,298.938134571,297.360241595,300.516027547,2.2314776466299997,262.06370487099997,245.94323137700002,269.660743089,7.40443312404,0.745037124894,0.745037124894,0.745037124894,0.0965143185531,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,1,3
2156,11984,41.0,100.0,9.79612039945,6.988221578739999,14.3580229783,1.1663108506,0.52893075263,0.329538895786,0.7176955681559999,0.158733437009,9.80658229834,9.80655528562,9.80660931107,3.82017620516e-05,0.277128184771,0.00172778784266,0.794885707537,0.448695446518,0.872613267878,0.872613267878,0.872613267878,0.202919841171,156.0,156.0,156.0,0.615356807064,0.615356807064,0.615356807064,0.038200748298,52.777686797799994,52.4526944613,53.1026791344,0.459608570016,278.156726209,277.74012696200003,278.573325457,0.589160305889,134.656559829,116.54985770299999,188.62716869599998,29.1197079739,0.8983360906389999,0.823098937915,0.999971874604,0.0849790219172,79.5964286006,79.5964286006,79.5964286006,16.7353608676,2,3
1690,12572,3.0,58.0,10.267540025,5.198583327990001,15.563457505399999,2.7994532042699998,0.813492693628,0.75038325807,0.879712478009,0.0433875344815,9.80656035686,9.80654709059,9.8065868391,2.29343034972e-05,1.82349570621,1.32965762688,2.53341013766,0.630294985909,2.1870386372799997,1.9497942008700002,2.4242830736900003,0.33551429956900003,1436.0,1436.0,1436.0,19.6833433384,18.376817516400003,20.9898691604,1.8477065370599997,49.08078764810001,47.9360739684,49.9541977716,1.03605508347,283.084246667,282.821463946,283.347029387,0.371630887288,218.743660041,207.30042474599998,243.752315555,7.074398158160001,0.953963712695,0.94061038579,0.9673170395999999,0.0188844560119,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,5,3
2178,12116,173.0,100.0,9.84832191708,9.74227276804,9.95894472865,0.043729659077500004,0.824068952235,0.823718479821,0.8245253600560001,0.000261860627604,9.80658472107,9.80658472107,9.80658472107,3.4454485019599998e-06,0.0246435532296,0.00992538525593,0.039361721203300004,0.0208146327617,0.0564513284557,0.0563984456509,0.0565042112605,7.47875797645e-05,147.0,147.0,147.0,0.0848092562531,0.0848092562531,0.0848092562531,0.95003074546,44.434071597700004,44.434071597700004,44.434071597700004,0.713494144068,239.67695544,239.67695544,239.67695544,0.848540376176,180.4202594,180.406558864,180.437333997,0.010453710311200001,0.999961538199,0.999959885275,0.9999631911229999,2.3375875383e-06,71.222027673,71.222027673,71.222027673,3.53256374747,2,3
4357,11072,298.0,100.0,9.83135574613,9.81683429092,9.86524527495,0.012113317888899999,0.481326999559,0.48131809636000006,0.481332665166,4.856275145880001e-06,9.80660702333,9.80660702333,9.80660702333,2.93128075574e-05,0.0036651915,0.0036651915,0.0036651915,0.0013006695953900003,0.047718561826200004,0.046522112761900006,0.048915010890499995,0.00169203449342,16.0,16.0,16.0,0.0307637254506,0.0054753992329300005,0.059161301928,0.026977668819400002,60.7999741093,59.982614668800004,61.2350428166,0.708345762908,270.875580283,269.803248625,271.468769785,0.735171525781,32.077997053400004,32.0772614165,32.0870935372,0.0019905433419300004,0.27638064536699997,0.276367605366,0.276384991979,6.3713113261e-06,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,2,3
2179,12012,69.0,100.0,9.69604249377,9.67942385144,9.71415435034,0.00873394000408,0.672788548661,0.672691574253,0.672911497354,5.5493917258e-05,9.80657077525,9.80657077525,9.80657077525,1.33837070319e-05,0.00269648972133,0.00172778784266,0.0036651915999999997,0.00136995133471,0.050527690659300004,0.049896885590199995,0.051298133932,0.000710984071385,68.0,68.0,68.0,0.021705759579400002,0.021705759579400002,0.021705759579400002,0.0121488214034,52.1142824713,52.1142824713,52.1142824713,0.31384075023,273.20415101,271.951935953,274.45636606799997,1.77089951732,115.37154584700001,115.353670507,115.39414255700001,0.013715563093299998,0.8212800023350001,0.821249667421,0.8213087152490001,2.95573114623e-05,77.0689225475,75.77185111840001,77.9128700965,1.1401673141,2,3
3554,11473,214.0,100.0,9.724181696539999,9.543137700199999,9.80677690095,0.0415324631315,0.9999621960789999,0.999941537807,0.999977326365,1.08012337285e-05,9.80656666381,9.80654978516,9.80658354245,2.38700086733e-05,0.0115494105282,0.00440501204575,0.018162329623900002,0.006711697199060001,0.045467417685400004,0.045467417685400004,0.045467417685400004,0.000556651448653,6.0,6.0,6.0,0.0123806300227,0.0123806300227,0.0123806300227,0.504328900365,22.902050263000003,22.902050263000003,22.902050263000003,0.7905230331149999,282.025382557,282.025382557,282.025382557,1.09034530217,201.097388546,201.01480902,201.187176463,0.05531536596,0.998847312478,0.998821628208,0.998872996747,3.63230422666e-05,50.6295783408,50.6295783408,50.6295783408,0.8242739990100001,2,3
1745,12463,8.0,46.0,9.9243128743,9.353481351589998,10.4131291918,0.262232947746,0.445441860207,0.40965172211999995,0.5061763478279999,0.0458751350358,9.80654069792,9.80654069792,9.80654069792,1.50467481104e-05,0.706347315722,0.5015676131669999,0.873350176803,0.18874820785799998,0.5414925515250001,0.40970802587800004,0.717015283011,0.158253627318,10247.5,3828.0,28070.0,3.6941127243699996,1.2108833552399998,6.17734209349,3.5118166523000003,44.3523269542,44.3523269542,44.3523269542,2.59239470696,259.414349425,259.414349425,259.414349425,4.468276250580001,219.78207986599998,209.37750929799998,224.148439656,5.710461749689999,0.937824052623,0.937824052623,0.937824052623,0.0239323603215,73.197883744,55.3875465215,86.4963455091,11.5649079923,5,3
4362,10923,149.0,100.0,9.834423865069999,9.817072525499999,9.8461912874,0.0077213130899399995,0.480257153262,0.480254846263,0.480260325369,1.59243654977e-06,9.806576234,9.806576234,9.806576234,1.15105458133e-05,0.0012217305,0.0012217305,0.0012217305,0.000274577664104,0.0492040464219,0.0492040464219,0.0492040464219,0.000804008796494,17.0,17.0,17.0,0.0126421271915,0.00490509938737,0.020379154995699998,0.010941809653100001,61.0491363387,60.593032809099995,61.5052398682,0.645027797336,271.874081536,271.837102244,271.91106082700003,0.052296615566300005,32.2878315026,32.2876090784,32.2879373754,0.000117846805983,0.278076262056,0.278076262056,0.278076262056,0.0,84.03567180430001,83.8597075819,84.4968743351,0.806101581269,2,3
785,12383,440.0,100.0,9.733806105289998,9.71788712778,9.74520372646,0.00774227055555,0.953493800798,0.953475978743,0.953506958737,1.13544942441e-05,9.80656309264,9.80655942367,9.80656676161,5.18870713368e-06,0.00183259575,0.0012217305,0.002443461,0.0008638939213320001,0.04945297771840001,0.0486549449631,0.04985199409609999,0.000691116639171,128.0,128.0,128.0,0.017513422441099998,0.017513422441099998,0.017513422441099998,0.00747338965875,24.9355419031,24.9355419031,24.9355419031,0.993383677952,261.80474637099996,260.453158277,262.952511754,1.0423160568799998,196.332364559,196.30002021200002,196.353512152,0.0192651529354,0.9997991658509999,0.999797934383,0.9998008592030001,1.07735290036e-06,54.2949388673,48.29946695939999,60.2904107752,8.478877684939999,2,3
4370,11564,305.0,100.0,9.860113474630001,9.846084166779999,9.88429037038,0.00851117188775,0.9182033375349999,0.9182004762270001,0.918206515766,1.92506505249e-06,9.80660012943,9.80660012943,9.80660012943,5.70286639486e-05,0.00172778784266,0.00172778784266,0.00172778784266,0.0,0.04985199409609999,0.04985199409609999,0.04985199409609999,0.0,66.0,66.0,66.0,0.0241358646251,0.0241358646251,0.0241358646251,0.00454906316207,38.1134716177,38.1134716177,38.1134716177,0.511856743005,278.996297665,278.739608831,279.25298649900003,0.363012830353,349.07089671800003,349.070836078,349.07106926800003,7.56744344133e-05,0.0954784167629,0.09546278076300001,0.0955253247626,3.12719998e-05,32.2556771344,32.2556771344,32.2556771344,1.2752901364899998,2,3
1733,11693,65.0,54.0,10.125403863899999,9.22336500809,14.3770643567,0.935193944527,0.963511943038,0.9246537219519999,0.999999724718,0.020493004213299998,9.80662601965,9.80662601965,9.80662601965,8.62382480659e-06,0.6682155382339999,0.397918587499,0.938512488969,0.38225761359800003,0.4459285226,0.0566493120841,1.2602213480600002,0.495961360442,2.0,2.0,2.0,0.34674095064000005,0.181274405253,0.512207496026,0.234005032605,34.0365328675,32.1589679366,35.0027900674,1.62625103024,237.164606932,237.164606932,237.164606932,0.0668001796288,80.6510125637,45.9104547536,130.602277928,36.2442443942,0.709869790253,0.558548298015,0.861191282491,0.214000906602,63.9617318399,54.807253789899995,73.11620988989999,12.9463870148,2,3
3545,12014,71.0,100.0,9.69540944511,9.67952334144,9.70981033803,0.0079099624292,0.672828447069,0.672743267989,0.6728895109530001,4.17877928369e-05,9.806605393080002,9.806588759550001,9.80662471232,1.81262302521e-05,0.0026964896713299997,0.00172778784266,0.0036651915,0.0013699512640000001,0.0506769625394,0.04985199409609999,0.05161720948509999,0.000933651304065,68.0,68.0,68.0,0.0167361879172,0.0167361879172,0.0167361879172,0.0121488214034,52.0863915769,52.0863915769,52.0863915769,0.31384075023,274.768587674,273.458849167,276.078326182,1.8522499604700002,115.388213559,115.380991024,115.40249060299999,0.00579190089063,0.82138267903,0.821356638602,0.821408719457,3.68267257405e-05,74.68319026489999,74.68319026489999,74.68319026489999,1.1401673141,2,3
3544,12272,329.0,100.0,9.78459163031,9.3946230145,10.219193499700001,0.121276681889,0.95622942434,0.955627130611,0.9579904801200001,0.000723596042399,9.80653971847,9.80653971847,9.80653971847,1.7940465764e-05,0.031135301665500003,0.013158440184799999,0.047080238223000004,0.0170519393239,0.0754728669781,0.0447059889011,0.128925858116,0.039482937472000004,123.0,123.0,123.0,0.29241141560899997,0.0625697208544,0.522253110363,0.32504524192,45.7798604487,45.304611382299996,46.2551095151,0.672103675208,260.428418068,260.428418068,260.428418068,0.152626494854,200.961698338,200.68444023799998,201.155632723,0.126638922234,0.9902415037469999,0.9902415037469999,0.9902415037469999,1.66058299997e-05,62.7716988492,58.83022865270001,66.7131690458,5.57408060765,2,3
