Id,SalePrice
1941,177334.82
1942,189968.25
1943,191607.0
1944,303557.31
1945,355636.55
1946,165927.58
1947,293775.04
1948,172689.76
1949,232010.7
1950,183774.05
1951,273080.53
1952,236558.63
1953,165056.09
1954,213648.2
1955,134231.58
1956,308911.05
1957,170195.46
1958,304551.8
1959,139929.67
1960,120943.29
1961,118564.08
1962,97459.5
1963,110819.5
1964,110410.0
1965,147376.66
1966,149166.9
1967,283313.53
1968,404181.83
1969,382029.39
1970,429136.69
1971,424129.34
1972,356536.34
1973,274907.46
1974,294465.94
1975,429155.45
1976,279504.99
1977,343502.31
1978,371030.62
1979,346443.72
1980,197898.36
1981,333088.43
1982,234705.53
1983,220954.54
1984,177491.2
1985,211654.97
1986,218109.86
1987,183255.62
1988,178664.68
1989,189532.28
1990,223288.62
1991,215354.75
1992,214676.3
1993,170795.62
1994,261132.38
1995,188114.26
1996,254184.77
1997,324290.71
1998,341857.36
1999,242752.09
2000,302006.56
2001,265468.9
2002,229648.39
2003,256242.44
2004,269006.6
2005,235571.79
2006,231155.97
2007,257182.49
2008,209843.16
2009,187114.34
2010,192913.63
2011,149594.48
2012,181662.83
2013,179252.32
2014,185663.0
2015,196431.29
2016,194624.0
2017,204367.11
2018,122032.58
2019,131485.1
2020,127473.7
2021,114601.5
2022,185819.74
2023,152315.67
2024,219520.48
2025,383122.04
2026,185321.58
2027,151018.1
2028,157765.48
2029,164989.0
2030,276226.47
2031,251081.26
2032,271613.01
2033,269647.55
2034,162517.87
2035,211825.53
2036,200166.4
2037,202192.4
2038,312354.71
2039,202884.06
2040,409192.55
2041,293038.97
2042,201338.66
2043,166950.59
2044,173221.11
2045,226330.87
2046,137006.47
2047,154905.84
2048,134004.78
2049,136673.14
2050,177191.35
2051,105732.58
2052,137170.0
2053,146522.5
2054,69273.1
2055,154485.55
2056,126343.04
2057,122481.58
2058,213732.4
2059,144970.58
2060,157875.0
2061,179770.0
2062,137017.5
2063,109232.08
2064,143374.76
2065,130572.0
2066,184263.72
2067,138981.31
2068,138225.6
2069,92978.11
2070,106721.77
2071,81450.72
2072,130680.43
2073,135263.5
2074,185236.31
2075,147272.0
2076,122339.58
2077,148095.5
2078,130478.0
2079,132331.0
2080,114437.5
2081,124210.5
2082,137271.64
2083,140369.92
2084,106898.27
2085,134022.5
2086,132243.1
2087,122991.64
2088,119422.91
2089,92547.0
2090,138506.28
2091,139436.96
2092,132953.38
2093,146501.37
2094,133144.79
2095,156123.0
2096,93002.0
2097,91980.08
2098,143660.68
2099,61599.98
2100,132822.72
2101,138603.03
2102,155160.89
2103,101899.5
2104,132752.69
2105,129468.62
2106,86152.94
2107,243487.34
2108,126011.08
2109,116677.06
2110,122567.96
2111,153554.04
2112,135162.48
2113,118446.04
2114,104679.24
2115,150665.34
2116,110884.71
2117,154473.4
2118,116490.04
2119,104810.5
2120,106147.37
2121,117291.75
2122,91231.43
2123,101328.54
2124,195091.66
2125,133741.67
2126,165517.09
2127,145783.5
2128,125799.96
2129,103531.5
2130,153603.21
2131,163453.5
2132,119641.16
2133,113695.76
2134,120292.0
2135,105737.61
2136,95430.02
2137,121708.96
2138,138724.5
2139,153498.74
2140,134424.25
2141,140445.1
2142,142316.75
2143,142222.37
2144,119861.39
2145,132754.0
2146,151316.5
2147,169220.5
2148,129401.34
2149,135472.6
2150,222217.53
2151,133816.77
2152,178855.64
2153,155324.5
2154,116203.6
2155,124589.02
2156,220869.77
2157,236661.0
2158,235247.4
2159,209059.49
2160,168597.15
2161,260764.26
2162,457089.86
2163,342169.84
2164,262643.12
2165,170322.03
2166,145293.74
2167,206392.98
2168,207690.0
2169,199447.65
2170,222745.81
2171,146847.47
2172,143644.6
2173,161588.0
2174,238274.44
2175,300386.98
2176,322412.58
2177,259807.43
2178,220644.37
2179,145043.36666666667
2180,212854.06
2181,193466.29
2182,224596.14
2183,200977.42
2184,144494.75
2185,138039.0
2186,155000.18
2187,149548.37
2188,155486.17
2189,168435.65
2190,89557.01
2191,93088.0
2192,95642.5
2193,98624.26
2194,100965.46
2195,114485.74
2196,99020.52
2197,115577.87
2198,157585.0
2199,155086.5
2200,124526.54
2201,127713.86
2202,185179.84
2203,153963.82
2204,164442.21
2205,115770.63
2206,135751.75
2207,223742.7
2208,225702.8
2209,194615.44
2210,122674.33
2211,116640.54
2212,109773.34
2213,105325.36
2214,144911.28
2215,101728.5
2216,147161.0
2217,91571.38
2218,94539.12
2219,78619.5
2220,71966.77
2221,320941.56
2222,237568.69
2223,260784.72
2224,222521.17
2225,138223.09
2226,178709.64
2227,196888.66
2228,266421.75
2229,235093.06
2230,159327.9
2231,213371.32
2232,184425.5
2233,176215.87
2234,246229.58
2235,195321.5
2236,285066.94
2237,351083.89
2238,203732.36
2239,129540.25
2240,164142.49
2241,158941.7
2242,137970.22
2243,142520.19
2244,99452.61
2245,93807.61
2246,139460.25
2247,104019.0
2248,124466.0
2249,126737.5
2250,139877.6
2251,129172.37
2252,183205.5
2253,156837.69
2254,178650.36
2255,193019.0
2256,176980.6
2257,194764.19
2258,176437.36
2259,176588.53
2260,160624.59
2261,184575.05
2262,199995.07
2263,313811.5
2264,418659.29
2265,183466.32
2266,273242.53
2267,352049.33
2268,375858.37
2269,164361.03
2270,179209.5
2271,231218.51
2272,202886.35
2273,167794.0
2274,173369.69
2275,174309.09
2276,157136.87
2277,186302.0
2278,157221.5
2279,119290.03
2280,117379.45
2281,174801.58
2282,176689.22
2283,100217.5
2284,106908.08
2285,144297.7
2286,129225.6
2287,326387.14
2288,267573.13
2289,403623.47
2290,417447.41
2291,316927.73
2292,397052.13
2293,450827.2
2294,387178.19
2295,432685.53
2296,273782.5
2297,277482.86
2298,304817.27
2299,407694.62
2300,316574.06
2301,253960.5
2302,236916.84
2303,253957.45
2304,245966.25
2305,184374.62
2306,185733.62
2307,190780.62
2308,221203.26
2309,280795.85
2310,223350.87
2311,193479.7
2312,177381.74
2313,175269.03
2314,175694.63
2315,174282.77
2316,184648.42
2317,180737.57
2318,174016.88
2319,174997.37
2320,182785.87
2321,255632.46
2322,172581.94
2323,182451.53666666665
2324,164894.75
2325,215833.78
2326,166434.0
2327,214800.47
2328,224862.02
2329,182168.37
2330,179292.52
2331,348798.48
2332,375430.37
2333,305202.16
2334,263780.4
2335,249677.02
2336,325124.23
2337,204548.19
2338,288997.96
2339,245396.2
2340,389800.53
2341,227928.65
2342,248002.71
2343,215045.78
2344,234806.23
2345,244587.83
2346,223533.09
2347,199486.56
2348,231424.86
2349,157355.07
2350,265774.67
2351,247740.02
2352,263906.96
2353,213244.82
2354,132336.84
2355,152014.24
2356,152974.74
2357,206854.02
2358,198354.1
2359,126589.47
2360,122185.63
2361,141550.97
2362,264776.1
2363,137522.94
2364,151710.5
2365,220178.24
2366,191077.97
2367,227179.04
2368,205101.59
2369,222650.68
2370,163411.0
2371,160376.66
2372,192745.06
2373,253627.31
2374,283162.29
2375,253914.24
2376,270450.54
2377,337495.76
2378,137081.5
2379,208303.84
2380,146137.87
2381,160227.0
2382,186876.32
2383,215320.5
2384,234361.3
2385,150215.0
2386,143372.25
2387,132692.1
2388,106689.92
2389,124662.32
2390,142385.08
2391,131298.6
2392,110427.0
2393,161654.7
2394,145485.0
2395,194867.69
2396,145679.5
2397,191004.48
2398,126152.42
2399,65285.44
2400,51424.43
2401,116593.53
2402,132983.0
2403,127588.25
2404,142712.82
2405,159884.0
2406,137891.33
2407,127816.0
2408,139222.09
2409,135722.5
2410,168878.5
2411,123994.74
2412,149990.0
2413,131741.75
2414,134565.0
2415,131857.88
2416,128269.0
2417,120893.5
2418,121099.58
2419,123635.56
2420,124944.84
2421,149326.84
2422,125374.16
2423,133491.7
2424,156883.24
2425,171751.86
2426,127184.7
2427,139603.04
2428,174858.29
2429,113411.16
2430,128891.0
2431,123314.52
2432,133070.5
2433,140085.75
2434,146516.5
2435,153431.09
2436,105718.5
2437,112429.5
2438,120509.58
2439,110672.07
2440,126474.0
2441,107509.25
2442,101890.21
2443,107813.0
2444,125705.75
2445,87568.86
2446,102509.5
2447,209824.93
2448,138592.24
2449,105581.12
2450,159495.0
2451,125540.87
2452,228171.77
2453,101044.16
2454,119268.55
2455,112877.63
2456,144341.7
2457,116951.25
2458,105697.58
2459,108557.0
2460,134139.78
2461,109173.8
2462,135627.21
2463,111309.09
2464,172954.5
2465,125755.55
2466,116117.39
2467,153701.35
2468,99056.76
2469,103227.28
2470,190823.32
2471,208000.92
2472,167608.24
2473,118290.46
2474,113554.87
2475,247380.36
2476,116775.86
2477,130725.0
2478,162173.6
2479,126727.3
2480,135543.5
2481,131753.75
2482,132765.7
2483,117340.58
2484,120577.16
2485,122272.66
2486,156232.25
2487,176626.0
2488,144992.0
2489,150989.75
2490,150134.5
2491,98949.76
2492,176753.7
2493,139333.4
2494,179891.64
2495,110775.73
2496,223985.18
2497,151809.62
2498,116598.66
2499,103295.0
2500,129860.0
2501,126610.27
2502,153101.75
2503,105808.29
2504,197771.3
2505,215684.1
2506,266053.71
2507,332009.74
2508,266686.95
2509,223003.16
2510,237381.49
2511,191379.75
2512,218267.76
2513,220110.87
2514,245957.75
2515,152347.5
2516,161936.17
2517,135480.0
2518,140574.0
2519,223263.77
2520,207653.58
2521,192870.0
2522,219815.57
2523,135411.0
2524,141471.5
2525,148345.0
2526,143179.69
2527,124303.75
2528,129062.26
2529,132201.4
2530,121530.7
2531,253254.94
2532,230463.46
2533,200189.61
2534,253452.69
2535,297410.85
2536,230415.56
2537,239970.75
2538,189146.26
2539,190036.12
2540,177465.3
2541,183038.9
2542,154998.79
2543,132442.18
2544,135661.55
2545,129835.39
2546,145333.5
2547,142514.97
2548,143496.13
2549,158110.54
2550,412958.88
2551,144457.0
2552,117463.53
2553,92868.0
2554,119929.25
2555,107252.5
2556,104046.43
2557,116665.11
2558,162528.61
2559,125010.84
2560,124787.04
2561,133531.0
2562,115266.91
2563,136468.88
2564,162381.3
2565,124907.37
2566,140662.84
2567,128532.75
2568,188709.5
2569,184480.46
2570,120948.33
2571,161936.64
2572,185911.44
2573,238169.55
2574,284549.26
2575,124796.54
2576,139447.25
2577,159383.15
2578,97405.5
2579,75123.66
2580,142605.95
2581,136608.84
2582,114191.5
2583,257877.73
2584,160050.0
2585,176123.6
2586,208819.21
2587,208441.39
2588,145965.0
2589,146655.5
2590,219925.2
2591,213033.88
2592,226948.25
2593,248554.71
2594,176154.96
2595,208461.69
2596,340075.24
2597,180627.56
2598,264430.04
2599,303447.58
2600,159536.34
2601,132157.5
2602,86725.0
2603,94291.0
2604,86945.5
2605,83559.5
2606,143291.2
2607,174421.55
2608,204385.59
2609,162743.71
2610,109606.0
2611,171851.4
2612,154189.27
2613,125966.0
2614,126303.0
2615,149165.0
2616,137036.0
2617,165911.24
2618,191632.48
2619,231541.66
2620,184237.0
2621,185580.92
2622,188362.45
2623,251837.07
2624,261485.69
2625,301338.01
2626,165570.32
2627,182505.65
2628,420862.03
2629,482280.57
2630,348483.33
2631,454182.61
2632,405962.23
2633,289946.15
2634,386547.33
2635,149491.17
2636,196218.1
2637,162105.6
2638,262822.13
2639,183303.46
2640,153968.5
2641,113476.13
2642,189815.32
2643,114019.71
2644,129792.22
2645,95754.0
2646,96687.0
2647,102469.0
2648,137056.0
2649,142157.4
2650,143674.5
2651,148429.34
2652,452296.98
2653,260890.14
2654,256570.4
2655,360026.63
2656,328127.06
2657,318957.75
2658,277926.27
2659,297828.1
2660,323047.41
2661,330726.31
2662,329665.17
2663,282851.33
2664,269240.23
2665,306037.31
2666,291790.14
2667,172588.35
2668,180015.96
2669,177411.49
2670,288551.3
2671,181551.05
2672,181541.25
2673,200502.13
2674,197282.85
2675,168119.66
2676,186385.34
2677,201816.5
2678,273977.09
2679,270898.78
2680,270300.46
2681,378398.29
2682,323937.27
2683,494251.97
2684,302524.82
2685,338593.87
2686,268914.96
2687,325129.96
2688,233975.26
2689,210879.91
2690,473151.49
2691,183416.56
2692,136910.07
2693,198099.25
2694,133930.91
2695,195543.43
2696,190130.43
2697,192822.83
2698,199109.15
2699,173964.4
2700,166860.15
2701,154326.22
2702,128736.5
2703,138253.72
2704,144338.47
2705,131394.83
2706,115509.08
2707,124723.58
2708,137921.5
2709,114415.0
2710,125140.0
2711,277932.7
2712,352527.27
2713,171451.48
2714,148899.42
2715,168754.1
2716,152633.12
2717,179845.5
2718,240415.27
2719,164875.59
2720,166882.36
2721,144479.55
2722,151617.87
2723,144430.43
2724,128102.1
2725,138115.0
2726,147594.5
2727,163063.5
2728,161766.53
2729,148805.82
2730,145168.0
2731,115455.5
2732,113956.0
2733,162402.37
2734,133128.24
2735,130110.0
2736,137465.75
2737,123827.0
2738,134336.21
2739,157708.18
2740,139198.5
2741,147200.0
2742,149665.37
2743,148428.0
2744,146968.75
2745,134201.25
2746,126902.25
2747,151819.4
2748,124697.5
2749,128366.0
2750,130040.25
2751,127163.0
2752,244166.39
2753,158369.43
2754,203508.8
2755,124494.76
2756,82669.16
2757,75932.32
2758,70560.55
2759,147458.32
2760,128236.85
2761,151610.0
2762,153429.0
2763,193630.7
2764,161449.12
2765,250781.38
2766,144352.59
2767,93481.21
2768,133333.57
2769,138835.0
2770,154447.3
2771,119681.0
2772,116455.0
2773,145151.83
2774,139811.42
2775,137332.11
2776,146784.25
2777,151521.9
2778,128638.0
2779,109986.47
2780,113889.75
2781,102555.0
2782,97304.08
2783,96177.53
2784,126802.2
2785,124506.34
2786,57367.54
2787,118747.76
2788,77133.76
2789,217915.87
2790,95328.03
2791,117145.0
2792,88513.97
2793,166317.19
2794,104755.27
2795,113420.49
2796,105415.5
2797,204634.16
2798,120365.41
2799,118182.88
2800,91393.0
2801,114799.5
2802,139320.74
2803,177240.17
2804,145189.12
2805,101933.5
2806,101834.0
2807,158436.49
2808,152231.37
2809,130987.58
2810,139320.75
2811,153759.14
2812,145570.5
2813,152537.15
2814,161057.89
2815,107952.58
2816,244580.72
2817,135258.95
2818,128432.0
2819,166366.9
2820,125457.0
2821,114526.28
2822,191006.51
2823,221895.59
2824,169666.0
2825,144234.08
2826,128259.25
2827,148870.37
2828,213607.04
2829,177793.32
2830,233897.59
2831,193387.03
2832,221257.72
2833,273468.81
2834,221811.67
2835,217368.41
2836,203470.4
2837,167523.09
2838,146325.0
2839,181878.55
2840,197432.5
2841,206618.28
2842,220692.03
2843,151484.08
2844,154894.91
2845,120836.5
2846,215524.81
2847,197672.0
2848,211002.62
2849,216547.11
2850,287727.97
2851,229814.24
2852,234105.92
2853,242938.88
2854,138637.0
2855,196405.21
2856,213313.34
2857,194950.69
2858,194443.88
2859,134438.08
2860,122903.5
2861,154767.0
2862,201284.23
2863,118385.0
2864,266623.76
2865,143455.99666666667
2866,136622.5
2867,86222.22
2868,122239.52
2869,119563.56
2870,168311.0
2871,105979.08
2872,64572.6
2873,111123.63
2874,148050.0
2875,123189.54
2876,153503.2
2877,136545.26
2878,151684.35
2879,151955.98
2880,116387.52
2881,145431.84
2882,155725.61
2883,166601.7
2884,185798.46
2885,168675.29
2886,195464.4
2887,113229.25
2888,123230.5
2889,63925.44
2890,76583.44
2891,141314.56
2892,72479.77
2893,111301.01
2894,61487.65
2895,300777.55
2896,286348.31
2897,199359.24
2898,161308.75
2899,229348.92
2900,159561.0
2901,196127.2
2902,181328.3
2903,349755.99
2904,330602.83
2905,130113.26
2906,209254.82
2907,114351.05
2908,124815.5
2909,140185.16
2910,81594.0
2911,86555.0
2912,150562.42
2913,87835.5
2914,78349.0
2915,77794.0
2916,85670.5
2917,161403.22
2918,116508.58
2919,238419.95
